OMRKK;ALDER;TID;INDHOLD
Lokaludvalg - Indre By;0-4 år;1985;1220
Lokaludvalg - Indre By;0-4 år;1986;1212
Lokaludvalg - Indre By;0-4 år;1987;1184
Lokaludvalg - Indre By;0-4 år;1988;1168
Lokaludvalg - Indre By;0-4 år;1989;1246
Lokaludvalg - Indre By;0-4 år;1990;1285
Lokaludvalg - Indre By;0-4 år;1991;1319
Lokaludvalg - Indre By;0-4 år;1992;1364
Lokaludvalg - Indre By;0-4 år;1993;1389
Lokaludvalg - Indre By;0-4 år;1994;1423
Lokaludvalg - Indre By;0-4 år;1995;1492
Lokaludvalg - Indre By;0-4 år;1996;1555
Lokaludvalg - Indre By;0-4 år;1997;1676
Lokaludvalg - Indre By;0-4 år;1998;1691
Lokaludvalg - Indre By;0-4 år;1999;1784
Lokaludvalg - Indre By;0-4 år;2000;1899
Lokaludvalg - Indre By;0-4 år;2001;1926
Lokaludvalg - Indre By;0-4 år;2002;1955
Lokaludvalg - Indre By;0-4 år;2003;1983
Lokaludvalg - Indre By;0-4 år;2004;1947
Lokaludvalg - Indre By;0-4 år;2005;1935
Lokaludvalg - Indre By;0-4 år;2006;1962
Lokaludvalg - Indre By;0-4 år;2007;2014
Lokaludvalg - Indre By;0-4 år;2008;2061
Lokaludvalg - Indre By;0-4 år;2009;2044
Lokaludvalg - Indre By;0-4 år;2010;2079
Lokaludvalg - Indre By;0-4 år;2011;2088
Lokaludvalg - Indre By;0-4 år;2012;2105
Lokaludvalg - Indre By;0-4 år;2013;2128
Lokaludvalg - Indre By;0-4 år;2014;2115
Lokaludvalg - Indre By;0-4 år;2015;2064
Lokaludvalg - Indre By;0-4 år;2016;2027
Lokaludvalg - Indre By;0-4 år;2017;2041
Lokaludvalg - Indre By;0-4 år;2018;2011
Lokaludvalg - Indre By;0-4 år;2019;2023
Lokaludvalg - Indre By;0-4 år;2020;2010
Lokaludvalg - Indre By;0-4 år;2021;1933
Lokaludvalg - Indre By;0-4 år;2022;1817
Lokaludvalg - Indre By;0-4 år;2023;1753
Lokaludvalg - Indre By;0-4 år;2024;1709
Lokaludvalg - Indre By;0-4 år;2025;1776
Lokaludvalg - Christianshavn;0-4 år;1977;350
Lokaludvalg - Christianshavn;0-4 år;1978;376
Lokaludvalg - Christianshavn;0-4 år;1979;380
Lokaludvalg - Christianshavn;0-4 år;1980;383
Lokaludvalg - Christianshavn;0-4 år;1981;370
Lokaludvalg - Christianshavn;0-4 år;1982;378
Lokaludvalg - Christianshavn;0-4 år;1983;351
Lokaludvalg - Christianshavn;0-4 år;1984;334
Lokaludvalg - Christianshavn;0-4 år;1985;348
Lokaludvalg - Christianshavn;0-4 år;1986;337
Lokaludvalg - Christianshavn;0-4 år;1987;344
Lokaludvalg - Christianshavn;0-4 år;1988;355
Lokaludvalg - Christianshavn;0-4 år;1989;367
Lokaludvalg - Christianshavn;0-4 år;1990;418
Lokaludvalg - Christianshavn;0-4 år;1991;415
Lokaludvalg - Christianshavn;0-4 år;1992;416
Lokaludvalg - Christianshavn;0-4 år;1993;452
Lokaludvalg - Christianshavn;0-4 år;1994;458
Lokaludvalg - Christianshavn;0-4 år;1995;457
Lokaludvalg - Christianshavn;0-4 år;1996;453
Lokaludvalg - Christianshavn;0-4 år;1997;479
Lokaludvalg - Christianshavn;0-4 år;1998;482
Lokaludvalg - Christianshavn;0-4 år;1999;489
Lokaludvalg - Christianshavn;0-4 år;2000;480
Lokaludvalg - Christianshavn;0-4 år;2001;533
Lokaludvalg - Christianshavn;0-4 år;2002;540
Lokaludvalg - Christianshavn;0-4 år;2003;567
Lokaludvalg - Christianshavn;0-4 år;2004;614
Lokaludvalg - Christianshavn;0-4 år;2005;633
Lokaludvalg - Christianshavn;0-4 år;2006;587
Lokaludvalg - Christianshavn;0-4 år;2007;563
Lokaludvalg - Christianshavn;0-4 år;2008;563
Lokaludvalg - Christianshavn;0-4 år;2009;603
Lokaludvalg - Christianshavn;0-4 år;2010;630
Lokaludvalg - Christianshavn;0-4 år;2011;626
Lokaludvalg - Christianshavn;0-4 år;2012;633
Lokaludvalg - Christianshavn;0-4 år;2013;660
Lokaludvalg - Christianshavn;0-4 år;2014;652
Lokaludvalg - Christianshavn;0-4 år;2015;692
Lokaludvalg - Christianshavn;0-4 år;2016;728
Lokaludvalg - Christianshavn;0-4 år;2017;792
Lokaludvalg - Christianshavn;0-4 år;2018;778
Lokaludvalg - Christianshavn;0-4 år;2019;783
Lokaludvalg - Christianshavn;0-4 år;2020;760
Lokaludvalg - Christianshavn;0-4 år;2021;729
Lokaludvalg - Christianshavn;0-4 år;2022;684
Lokaludvalg - Christianshavn;0-4 år;2023;689
Lokaludvalg - Christianshavn;0-4 år;2024;653
Lokaludvalg - Christianshavn;0-4 år;2025;669
Lokaludvalg - Østerbro;0-4 år;1977;3381
Lokaludvalg - Østerbro;0-4 år;1978;3131
Lokaludvalg - Østerbro;0-4 år;1979;2978
Lokaludvalg - Østerbro;0-4 år;1980;2641
Lokaludvalg - Østerbro;0-4 år;1981;2605
Lokaludvalg - Østerbro;0-4 år;1982;2656
Lokaludvalg - Østerbro;0-4 år;1983;2603
Lokaludvalg - Østerbro;0-4 år;1984;2522
Lokaludvalg - Østerbro;0-4 år;1985;2383
Lokaludvalg - Østerbro;0-4 år;1986;2356
Lokaludvalg - Østerbro;0-4 år;1987;2305
Lokaludvalg - Østerbro;0-4 år;1988;2311
Lokaludvalg - Østerbro;0-4 år;1989;2448
Lokaludvalg - Østerbro;0-4 år;1990;2626
Lokaludvalg - Østerbro;0-4 år;1991;2743
Lokaludvalg - Østerbro;0-4 år;1992;2855
Lokaludvalg - Østerbro;0-4 år;1993;3019
Lokaludvalg - Østerbro;0-4 år;1994;3222
Lokaludvalg - Østerbro;0-4 år;1995;3379
Lokaludvalg - Østerbro;0-4 år;1996;3531
Lokaludvalg - Østerbro;0-4 år;1997;3746
Lokaludvalg - Østerbro;0-4 år;1998;3889
Lokaludvalg - Østerbro;0-4 år;1999;3974
Lokaludvalg - Østerbro;0-4 år;2000;3982
Lokaludvalg - Østerbro;0-4 år;2001;4102
Lokaludvalg - Østerbro;0-4 år;2002;4208
Lokaludvalg - Østerbro;0-4 år;2003;4246
Lokaludvalg - Østerbro;0-4 år;2004;4315
Lokaludvalg - Østerbro;0-4 år;2005;4353
Lokaludvalg - Østerbro;0-4 år;2006;4241
Lokaludvalg - Østerbro;0-4 år;2007;4238
Lokaludvalg - Østerbro;0-4 år;2008;4297
Lokaludvalg - Østerbro;0-4 år;2009;4514
Lokaludvalg - Østerbro;0-4 år;2010;4709
Lokaludvalg - Østerbro;0-4 år;2011;4828
Lokaludvalg - Østerbro;0-4 år;2012;4833
Lokaludvalg - Østerbro;0-4 år;2013;4839
Lokaludvalg - Østerbro;0-4 år;2014;4792
Lokaludvalg - Østerbro;0-4 år;2015;4661
Lokaludvalg - Østerbro;0-4 år;2016;4581
Lokaludvalg - Østerbro;0-4 år;2017;4663
Lokaludvalg - Østerbro;0-4 år;2018;4687
Lokaludvalg - Østerbro;0-4 år;2019;4688
Lokaludvalg - Østerbro;0-4 år;2020;4725
Lokaludvalg - Østerbro;0-4 år;2021;4657
Lokaludvalg - Østerbro;0-4 år;2022;4442
Lokaludvalg - Østerbro;0-4 år;2023;4375
Lokaludvalg - Østerbro;0-4 år;2024;4404
Lokaludvalg - Østerbro;0-4 år;2025;4349
Lokaludvalg - Nørrebro;0-4 år;1977;3991
Lokaludvalg - Nørrebro;0-4 år;1978;3745
Lokaludvalg - Nørrebro;0-4 år;1979;3527
Lokaludvalg - Nørrebro;0-4 år;1980;3407
Lokaludvalg - Nørrebro;0-4 år;1981;3282
Lokaludvalg - Nørrebro;0-4 år;1982;3220
Lokaludvalg - Nørrebro;0-4 år;1983;3163
Lokaludvalg - Nørrebro;0-4 år;1984;3055
Lokaludvalg - Nørrebro;0-4 år;1985;3122
Lokaludvalg - Nørrebro;0-4 år;1986;3018
Lokaludvalg - Nørrebro;0-4 år;1987;3020
Lokaludvalg - Nørrebro;0-4 år;1988;3279
Lokaludvalg - Nørrebro;0-4 år;1989;3479
Lokaludvalg - Nørrebro;0-4 år;1990;3684
Lokaludvalg - Nørrebro;0-4 år;1991;3786
Lokaludvalg - Nørrebro;0-4 år;1992;4131
Lokaludvalg - Nørrebro;0-4 år;1993;4487
Lokaludvalg - Nørrebro;0-4 år;1994;4583
Lokaludvalg - Nørrebro;0-4 år;1995;4843
Lokaludvalg - Nørrebro;0-4 år;1996;5064
Lokaludvalg - Nørrebro;0-4 år;1997;5156
Lokaludvalg - Nørrebro;0-4 år;1998;5185
Lokaludvalg - Nørrebro;0-4 år;1999;5154
Lokaludvalg - Nørrebro;0-4 år;2000;5276
Lokaludvalg - Nørrebro;0-4 år;2001;5291
Lokaludvalg - Nørrebro;0-4 år;2002;5316
Lokaludvalg - Nørrebro;0-4 år;2003;5353
Lokaludvalg - Nørrebro;0-4 år;2004;5348
Lokaludvalg - Nørrebro;0-4 år;2005;5161
Lokaludvalg - Nørrebro;0-4 år;2006;4892
Lokaludvalg - Nørrebro;0-4 år;2007;4774
Lokaludvalg - Nørrebro;0-4 år;2008;4715
Lokaludvalg - Nørrebro;0-4 år;2009;4671
Lokaludvalg - Nørrebro;0-4 år;2010;4749
Lokaludvalg - Nørrebro;0-4 år;2011;4904
Lokaludvalg - Nørrebro;0-4 år;2012;5011
Lokaludvalg - Nørrebro;0-4 år;2013;5014
Lokaludvalg - Nørrebro;0-4 år;2014;5046
Lokaludvalg - Nørrebro;0-4 år;2015;5080
Lokaludvalg - Nørrebro;0-4 år;2016;5149
Lokaludvalg - Nørrebro;0-4 år;2017;5303
Lokaludvalg - Nørrebro;0-4 år;2018;5436
Lokaludvalg - Nørrebro;0-4 år;2019;5419
Lokaludvalg - Nørrebro;0-4 år;2020;5328
Lokaludvalg - Nørrebro;0-4 år;2021;5153
Lokaludvalg - Nørrebro;0-4 år;2022;5010
Lokaludvalg - Nørrebro;0-4 år;2023;4874
Lokaludvalg - Nørrebro;0-4 år;2024;4800
Lokaludvalg - Nørrebro;0-4 år;2025;4719
Lokaludvalg - Vesterbro;0-4 år;1977;2189
Lokaludvalg - Vesterbro;0-4 år;1978;2045
Lokaludvalg - Vesterbro;0-4 år;1979;1923
Lokaludvalg - Vesterbro;0-4 år;1980;1922
Lokaludvalg - Vesterbro;0-4 år;1981;1846
Lokaludvalg - Vesterbro;0-4 år;1982;1808
Lokaludvalg - Vesterbro;0-4 år;1983;1761
Lokaludvalg - Vesterbro;0-4 år;1984;1702
Lokaludvalg - Vesterbro;0-4 år;1985;1585
Lokaludvalg - Vesterbro;0-4 år;1986;1479
Lokaludvalg - Vesterbro;0-4 år;1987;1482
Lokaludvalg - Vesterbro;0-4 år;1988;1515
Lokaludvalg - Vesterbro;0-4 år;1989;1590
Lokaludvalg - Vesterbro;0-4 år;1990;1642
Lokaludvalg - Vesterbro;0-4 år;1991;1718
Lokaludvalg - Vesterbro;0-4 år;1992;1704
Lokaludvalg - Vesterbro;0-4 år;1993;1778
Lokaludvalg - Vesterbro;0-4 år;1994;1802
Lokaludvalg - Vesterbro;0-4 år;1995;1797
Lokaludvalg - Vesterbro;0-4 år;1996;1787
Lokaludvalg - Vesterbro;0-4 år;1997;1799
Lokaludvalg - Vesterbro;0-4 år;1998;1906
Lokaludvalg - Vesterbro;0-4 år;1999;1921
Lokaludvalg - Vesterbro;0-4 år;2000;2076
Lokaludvalg - Vesterbro;0-4 år;2001;2231
Lokaludvalg - Vesterbro;0-4 år;2002;2359
Lokaludvalg - Vesterbro;0-4 år;2003;2499
Lokaludvalg - Vesterbro;0-4 år;2004;2670
Lokaludvalg - Vesterbro;0-4 år;2005;2679
Lokaludvalg - Vesterbro;0-4 år;2006;2650
Lokaludvalg - Vesterbro;0-4 år;2007;2616
Lokaludvalg - Vesterbro;0-4 år;2008;2662
Lokaludvalg - Vesterbro;0-4 år;2009;2620
Lokaludvalg - Vesterbro;0-4 år;2010;2724
Lokaludvalg - Vesterbro;0-4 år;2011;2905
Lokaludvalg - Vesterbro;0-4 år;2012;2963
Lokaludvalg - Vesterbro;0-4 år;2013;3020
Lokaludvalg - Vesterbro;0-4 år;2014;2994
Lokaludvalg - Vesterbro;0-4 år;2015;2939
Lokaludvalg - Vesterbro;0-4 år;2016;2944
Lokaludvalg - Vesterbro;0-4 år;2017;2978
Lokaludvalg - Vesterbro;0-4 år;2018;2993
Lokaludvalg - Vesterbro;0-4 år;2019;3079
Lokaludvalg - Vesterbro;0-4 år;2020;3131
Lokaludvalg - Vesterbro;0-4 år;2021;3087
Lokaludvalg - Vesterbro;0-4 år;2022;3183
Lokaludvalg - Vesterbro;0-4 år;2023;3309
Lokaludvalg - Vesterbro;0-4 år;2024;3250
Lokaludvalg - Vesterbro;0-4 år;2025;3224
Lokaludvalg - Kgs. Enghave;0-4 år;1977;806
Lokaludvalg - Kgs. Enghave;0-4 år;1978;746
Lokaludvalg - Kgs. Enghave;0-4 år;1979;698
Lokaludvalg - Kgs. Enghave;0-4 år;1980;677
Lokaludvalg - Kgs. Enghave;0-4 år;1981;707
Lokaludvalg - Kgs. Enghave;0-4 år;1982;678
Lokaludvalg - Kgs. Enghave;0-4 år;1983;646
Lokaludvalg - Kgs. Enghave;0-4 år;1984;656
Lokaludvalg - Kgs. Enghave;0-4 år;1985;620
Lokaludvalg - Kgs. Enghave;0-4 år;1986;574
Lokaludvalg - Kgs. Enghave;0-4 år;1987;591
Lokaludvalg - Kgs. Enghave;0-4 år;1988;605
Lokaludvalg - Kgs. Enghave;0-4 år;1989;614
Lokaludvalg - Kgs. Enghave;0-4 år;1990;643
Lokaludvalg - Kgs. Enghave;0-4 år;1991;697
Lokaludvalg - Kgs. Enghave;0-4 år;1992;719
Lokaludvalg - Kgs. Enghave;0-4 år;1993;731
Lokaludvalg - Kgs. Enghave;0-4 år;1994;735
Lokaludvalg - Kgs. Enghave;0-4 år;1995;769
Lokaludvalg - Kgs. Enghave;0-4 år;1996;757
Lokaludvalg - Kgs. Enghave;0-4 år;1997;803
Lokaludvalg - Kgs. Enghave;0-4 år;1998;826
Lokaludvalg - Kgs. Enghave;0-4 år;1999;872
Lokaludvalg - Kgs. Enghave;0-4 år;2000;940
Lokaludvalg - Kgs. Enghave;0-4 år;2001;950
Lokaludvalg - Kgs. Enghave;0-4 år;2002;937
Lokaludvalg - Kgs. Enghave;0-4 år;2003;983
Lokaludvalg - Kgs. Enghave;0-4 år;2004;963
Lokaludvalg - Kgs. Enghave;0-4 år;2005;931
Lokaludvalg - Kgs. Enghave;0-4 år;2006;862
Lokaludvalg - Kgs. Enghave;0-4 år;2007;903
Lokaludvalg - Kgs. Enghave;0-4 år;2008;951
Lokaludvalg - Kgs. Enghave;0-4 år;2009;1170
Lokaludvalg - Kgs. Enghave;0-4 år;2010;1315
Lokaludvalg - Kgs. Enghave;0-4 år;2011;1442
Lokaludvalg - Kgs. Enghave;0-4 år;2012;1574
Lokaludvalg - Kgs. Enghave;0-4 år;2013;1571
Lokaludvalg - Kgs. Enghave;0-4 år;2014;1578
Lokaludvalg - Kgs. Enghave;0-4 år;2015;1565
Lokaludvalg - Kgs. Enghave;0-4 år;2016;1573
Lokaludvalg - Kgs. Enghave;0-4 år;2017;1652
Lokaludvalg - Kgs. Enghave;0-4 år;2018;1716
Lokaludvalg - Kgs. Enghave;0-4 år;2019;1785
Lokaludvalg - Kgs. Enghave;0-4 år;2020;1949
Lokaludvalg - Kgs. Enghave;0-4 år;2021;1947
Lokaludvalg - Kgs. Enghave;0-4 år;2022;1975
Lokaludvalg - Kgs. Enghave;0-4 år;2023;1948
Lokaludvalg - Kgs. Enghave;0-4 år;2024;1928
Lokaludvalg - Kgs. Enghave;0-4 år;2025;1930
Lokaludvalg - Valby;0-4 år;1977;2253
Lokaludvalg - Valby;0-4 år;1978;2104
Lokaludvalg - Valby;0-4 år;1979;2057
Lokaludvalg - Valby;0-4 år;1980;2052
Lokaludvalg - Valby;0-4 år;1981;1948
Lokaludvalg - Valby;0-4 år;1982;1976
Lokaludvalg - Valby;0-4 år;1983;1977
Lokaludvalg - Valby;0-4 år;1984;1969
Lokaludvalg - Valby;0-4 år;1985;1902
Lokaludvalg - Valby;0-4 år;1986;1897
Lokaludvalg - Valby;0-4 år;1987;1910
Lokaludvalg - Valby;0-4 år;1988;1953
Lokaludvalg - Valby;0-4 år;1989;1981
Lokaludvalg - Valby;0-4 år;1990;2112
Lokaludvalg - Valby;0-4 år;1991;2189
Lokaludvalg - Valby;0-4 år;1992;2356
Lokaludvalg - Valby;0-4 år;1993;2445
Lokaludvalg - Valby;0-4 år;1994;2525
Lokaludvalg - Valby;0-4 år;1995;2568
Lokaludvalg - Valby;0-4 år;1996;2854
Lokaludvalg - Valby;0-4 år;1997;2938
Lokaludvalg - Valby;0-4 år;1998;2911
Lokaludvalg - Valby;0-4 år;1999;2939
Lokaludvalg - Valby;0-4 år;2000;2952
Lokaludvalg - Valby;0-4 år;2001;2926
Lokaludvalg - Valby;0-4 år;2002;2892
Lokaludvalg - Valby;0-4 år;2003;2907
Lokaludvalg - Valby;0-4 år;2004;2910
Lokaludvalg - Valby;0-4 år;2005;2877
Lokaludvalg - Valby;0-4 år;2006;2830
Lokaludvalg - Valby;0-4 år;2007;2740
Lokaludvalg - Valby;0-4 år;2008;2814
Lokaludvalg - Valby;0-4 år;2009;3079
Lokaludvalg - Valby;0-4 år;2010;3262
Lokaludvalg - Valby;0-4 år;2011;3454
Lokaludvalg - Valby;0-4 år;2012;3551
Lokaludvalg - Valby;0-4 år;2013;3624
Lokaludvalg - Valby;0-4 år;2014;3634
Lokaludvalg - Valby;0-4 år;2015;3618
Lokaludvalg - Valby;0-4 år;2016;3543
Lokaludvalg - Valby;0-4 år;2017;3718
Lokaludvalg - Valby;0-4 år;2018;3798
Lokaludvalg - Valby;0-4 år;2019;3942
Lokaludvalg - Valby;0-4 år;2020;4072
Lokaludvalg - Valby;0-4 år;2021;4178
Lokaludvalg - Valby;0-4 år;2022;4211
Lokaludvalg - Valby;0-4 år;2023;4172
Lokaludvalg - Valby;0-4 år;2024;3981
Lokaludvalg - Valby;0-4 år;2025;3890
Lokaludvalg - Vanløse;0-4 år;1977;1573
Lokaludvalg - Vanløse;0-4 år;1978;1477
Lokaludvalg - Vanløse;0-4 år;1979;1416
Lokaludvalg - Vanløse;0-4 år;1980;1363
Lokaludvalg - Vanløse;0-4 år;1981;1372
Lokaludvalg - Vanløse;0-4 år;1982;1335
Lokaludvalg - Vanløse;0-4 år;1983;1337
Lokaludvalg - Vanløse;0-4 år;1984;1390
Lokaludvalg - Vanløse;0-4 år;1985;1367
Lokaludvalg - Vanløse;0-4 år;1986;1338
Lokaludvalg - Vanløse;0-4 år;1987;1335
Lokaludvalg - Vanløse;0-4 år;1988;1333
Lokaludvalg - Vanløse;0-4 år;1989;1458
Lokaludvalg - Vanløse;0-4 år;1990;1571
Lokaludvalg - Vanløse;0-4 år;1991;1632
Lokaludvalg - Vanløse;0-4 år;1992;1706
Lokaludvalg - Vanløse;0-4 år;1993;1835
Lokaludvalg - Vanløse;0-4 år;1994;1917
Lokaludvalg - Vanløse;0-4 år;1995;1971
Lokaludvalg - Vanløse;0-4 år;1996;2024
Lokaludvalg - Vanløse;0-4 år;1997;2031
Lokaludvalg - Vanløse;0-4 år;1998;2044
Lokaludvalg - Vanløse;0-4 år;1999;2042
Lokaludvalg - Vanløse;0-4 år;2000;2043
Lokaludvalg - Vanløse;0-4 år;2001;2097
Lokaludvalg - Vanløse;0-4 år;2002;2095
Lokaludvalg - Vanløse;0-4 år;2003;2130
Lokaludvalg - Vanløse;0-4 år;2004;2135
Lokaludvalg - Vanløse;0-4 år;2005;2140
Lokaludvalg - Vanløse;0-4 år;2006;2170
Lokaludvalg - Vanløse;0-4 år;2007;2161
Lokaludvalg - Vanløse;0-4 år;2008;2166
Lokaludvalg - Vanløse;0-4 år;2009;2194
Lokaludvalg - Vanløse;0-4 år;2010;2308
Lokaludvalg - Vanløse;0-4 år;2011;2362
Lokaludvalg - Vanløse;0-4 år;2012;2418
Lokaludvalg - Vanløse;0-4 år;2013;2527
Lokaludvalg - Vanløse;0-4 år;2014;2498
Lokaludvalg - Vanløse;0-4 år;2015;2507
Lokaludvalg - Vanløse;0-4 år;2016;2493
Lokaludvalg - Vanløse;0-4 år;2017;2437
Lokaludvalg - Vanløse;0-4 år;2018;2379
Lokaludvalg - Vanløse;0-4 år;2019;2403
Lokaludvalg - Vanløse;0-4 år;2020;2426
Lokaludvalg - Vanløse;0-4 år;2021;2321
Lokaludvalg - Vanløse;0-4 år;2022;2242
Lokaludvalg - Vanløse;0-4 år;2023;2167
Lokaludvalg - Vanløse;0-4 år;2024;2136
Lokaludvalg - Vanløse;0-4 år;2025;2111
Lokaludvalg - Brønshøj-Husum;0-4 år;1977;1942
Lokaludvalg - Brønshøj-Husum;0-4 år;1978;1830
Lokaludvalg - Brønshøj-Husum;0-4 år;1979;1772
Lokaludvalg - Brønshøj-Husum;0-4 år;1980;1669
Lokaludvalg - Brønshøj-Husum;0-4 år;1981;1543
Lokaludvalg - Brønshøj-Husum;0-4 år;1982;1523
Lokaludvalg - Brønshøj-Husum;0-4 år;1983;1500
Lokaludvalg - Brønshøj-Husum;0-4 år;1984;1536
Lokaludvalg - Brønshøj-Husum;0-4 år;1985;1577
Lokaludvalg - Brønshøj-Husum;0-4 år;1986;1589
Lokaludvalg - Brønshøj-Husum;0-4 år;1987;1610
Lokaludvalg - Brønshøj-Husum;0-4 år;1988;1683
Lokaludvalg - Brønshøj-Husum;0-4 år;1989;1726
Lokaludvalg - Brønshøj-Husum;0-4 år;1990;1873
Lokaludvalg - Brønshøj-Husum;0-4 år;1991;1963
Lokaludvalg - Brønshøj-Husum;0-4 år;1992;2118
Lokaludvalg - Brønshøj-Husum;0-4 år;1993;2199
Lokaludvalg - Brønshøj-Husum;0-4 år;1994;2329
Lokaludvalg - Brønshøj-Husum;0-4 år;1995;2478
Lokaludvalg - Brønshøj-Husum;0-4 år;1996;2515
Lokaludvalg - Brønshøj-Husum;0-4 år;1997;2737
Lokaludvalg - Brønshøj-Husum;0-4 år;1998;2821
Lokaludvalg - Brønshøj-Husum;0-4 år;1999;2851
Lokaludvalg - Brønshøj-Husum;0-4 år;2000;2792
Lokaludvalg - Brønshøj-Husum;0-4 år;2001;2842
Lokaludvalg - Brønshøj-Husum;0-4 år;2002;2783
Lokaludvalg - Brønshøj-Husum;0-4 år;2003;2775
Lokaludvalg - Brønshøj-Husum;0-4 år;2004;2880
Lokaludvalg - Brønshøj-Husum;0-4 år;2005;2821
Lokaludvalg - Brønshøj-Husum;0-4 år;2006;2781
Lokaludvalg - Brønshøj-Husum;0-4 år;2007;2790
Lokaludvalg - Brønshøj-Husum;0-4 år;2008;2811
Lokaludvalg - Brønshøj-Husum;0-4 år;2009;2740
Lokaludvalg - Brønshøj-Husum;0-4 år;2010;2827
Lokaludvalg - Brønshøj-Husum;0-4 år;2011;2947
Lokaludvalg - Brønshøj-Husum;0-4 år;2012;3054
Lokaludvalg - Brønshøj-Husum;0-4 år;2013;3142
Lokaludvalg - Brønshøj-Husum;0-4 år;2014;3124
Lokaludvalg - Brønshøj-Husum;0-4 år;2015;3190
Lokaludvalg - Brønshøj-Husum;0-4 år;2016;3143
Lokaludvalg - Brønshøj-Husum;0-4 år;2017;3144
Lokaludvalg - Brønshøj-Husum;0-4 år;2018;3179
Lokaludvalg - Brønshøj-Husum;0-4 år;2019;3237
Lokaludvalg - Brønshøj-Husum;0-4 år;2020;3187
Lokaludvalg - Brønshøj-Husum;0-4 år;2021;3213
Lokaludvalg - Brønshøj-Husum;0-4 år;2022;3068
Lokaludvalg - Brønshøj-Husum;0-4 år;2023;2862
Lokaludvalg - Brønshøj-Husum;0-4 år;2024;2791
Lokaludvalg - Brønshøj-Husum;0-4 år;2025;2746
Lokaludvalg - Bispebjerg;0-4 år;1977;1518
Lokaludvalg - Bispebjerg;0-4 år;1978;1419
Lokaludvalg - Bispebjerg;0-4 år;1979;1397
Lokaludvalg - Bispebjerg;0-4 år;1980;1351
Lokaludvalg - Bispebjerg;0-4 år;1981;1346
Lokaludvalg - Bispebjerg;0-4 år;1982;1292
Lokaludvalg - Bispebjerg;0-4 år;1983;1341
Lokaludvalg - Bispebjerg;0-4 år;1984;1359
Lokaludvalg - Bispebjerg;0-4 år;1985;1339
Lokaludvalg - Bispebjerg;0-4 år;1986;1343
Lokaludvalg - Bispebjerg;0-4 år;1987;1315
Lokaludvalg - Bispebjerg;0-4 år;1988;1372
Lokaludvalg - Bispebjerg;0-4 år;1989;1401
Lokaludvalg - Bispebjerg;0-4 år;1990;1518
Lokaludvalg - Bispebjerg;0-4 år;1991;1634
Lokaludvalg - Bispebjerg;0-4 år;1992;1733
Lokaludvalg - Bispebjerg;0-4 år;1993;1833
Lokaludvalg - Bispebjerg;0-4 år;1994;1904
Lokaludvalg - Bispebjerg;0-4 år;1995;1991
Lokaludvalg - Bispebjerg;0-4 år;1996;2159
Lokaludvalg - Bispebjerg;0-4 år;1997;2255
Lokaludvalg - Bispebjerg;0-4 år;1998;2302
Lokaludvalg - Bispebjerg;0-4 år;1999;2353
Lokaludvalg - Bispebjerg;0-4 år;2000;2417
Lokaludvalg - Bispebjerg;0-4 år;2001;2496
Lokaludvalg - Bispebjerg;0-4 år;2002;2634
Lokaludvalg - Bispebjerg;0-4 år;2003;2614
Lokaludvalg - Bispebjerg;0-4 år;2004;2676
Lokaludvalg - Bispebjerg;0-4 år;2005;2609
Lokaludvalg - Bispebjerg;0-4 år;2006;2516
Lokaludvalg - Bispebjerg;0-4 år;2007;2478
Lokaludvalg - Bispebjerg;0-4 år;2008;2556
Lokaludvalg - Bispebjerg;0-4 år;2009;2715
Lokaludvalg - Bispebjerg;0-4 år;2010;2860
Lokaludvalg - Bispebjerg;0-4 år;2011;2978
Lokaludvalg - Bispebjerg;0-4 år;2012;3103
Lokaludvalg - Bispebjerg;0-4 år;2013;3253
Lokaludvalg - Bispebjerg;0-4 år;2014;3214
Lokaludvalg - Bispebjerg;0-4 år;2015;3287
Lokaludvalg - Bispebjerg;0-4 år;2016;3217
Lokaludvalg - Bispebjerg;0-4 år;2017;3280
Lokaludvalg - Bispebjerg;0-4 år;2018;3342
Lokaludvalg - Bispebjerg;0-4 år;2019;3380
Lokaludvalg - Bispebjerg;0-4 år;2020;3399
Lokaludvalg - Bispebjerg;0-4 år;2021;3304
Lokaludvalg - Bispebjerg;0-4 år;2022;3224
Lokaludvalg - Bispebjerg;0-4 år;2023;3108
Lokaludvalg - Bispebjerg;0-4 år;2024;3094
Lokaludvalg - Bispebjerg;0-4 år;2025;3073
Lokaludvalg - Amager Øst;0-4 år;1977;2309
Lokaludvalg - Amager Øst;0-4 år;1978;2146
Lokaludvalg - Amager Øst;0-4 år;1979;2038
Lokaludvalg - Amager Øst;0-4 år;1980;2066
Lokaludvalg - Amager Øst;0-4 år;1981;2004
Lokaludvalg - Amager Øst;0-4 år;1982;1955
Lokaludvalg - Amager Øst;0-4 år;1983;1914
Lokaludvalg - Amager Øst;0-4 år;1984;1830
