FID,id,status,driftsplan_navn,arbejdssted_navn,arbejdssted_id,tekst_id,driftsbydel,byrumstype,underordnet_byrumstype,stednavn,underordnet_stednavn,kgb_kategori,geoobjekttypeid,puma_geoobjektid,toemningsmetode,toemningsansvarlig,toemningsansvarlig_navn,driftsansvarlig,toemningsfrekvens_lavsaeson,toemningsfrekvens_hoejsaeson,type,har_sensor,kommentar,oprettet,pantholder,wkb_geometry
affaldskurve_puma.88,88,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Øvrig gade,Gade på Vesterbro,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,8d99a4f5-1b1e-4a5d-82dd-cfe2fbdb4309,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Richard Møller,FALSE,,2018-08-27T13:58:23.555,FALSE,MULTIPOINT ((12.556558433819598 55.671337291123066))
affaldskurve_puma.89,89,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Gade med grønt,Gade på Vesterbro,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,5adb8a2e-0436-40d9-a5c4-baefe2e291a0,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Richard Møller,FALSE,,2018-08-27T13:57:58.141,FALSE,MULTIPOINT ((12.554281002670315 55.66894091189968))
affaldskurve_puma.91,91,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Øvrig gade,Gade på Vesterbro,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,bd12625f-33ea-4141-a333-a5dd8f095ee0,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Richard Møller,FALSE,,2018-08-27T14:00:05.33,FALSE,MULTIPOINT ((12.546019602099355 55.66658098203199))
affaldskurve_puma.92,92,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,ee09e839-b63c-4e50-97af-88a68e3e41ba,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2021-05-14T07:25:21.91,FALSE,MULTIPOINT ((12.526383039419573 55.66132036527757))
affaldskurve_puma.95,95,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Småarealer,Rekreativt småareal,Ny Carlsberg Vej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,62aa778b-03b1-42f7-a4ac-573a2335f0ab,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2019-12-18T04:56:52.477,FALSE,MULTIPOINT ((12.547819366450517 55.66512089752839))
affaldskurve_puma.98,98,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,91fd0d59-bbda-411a-a285-0c9a0f57f78d,Maskinel,TMF,TMF,,,,Tårnkurv 140L (2020),FALSE,,2018-08-27T14:01:39.639,FALSE,MULTIPOINT ((12.52575972021417 55.66081765737136))
affaldskurve_puma.103,103,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,af57c82c-37c9-437b-9d25-1b28b444e45a,Maskinel,TMF,TMF,,,,Tårnkurv 140L (2020),FALSE,,2018-08-27T13:59:04.279,FALSE,MULTIPOINT ((12.527238150012021 55.65932198048573))
affaldskurve_puma.104,104,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Gade med grønt,Nørre Voldgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,eb28ba63-db52-42bd-aae3-df020a1c5d9e,Manuel,TMF,TMF,,D (2 daglige tømninger ugens 7 dage),D (2 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:07.682,FALSE,MULTIPOINT ((12.56654196602511 55.67906411473919))
affaldskurve_puma.105,105,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,25413c54-1f9c-4023-9df4-2b34acc61fe3,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2018-08-27T13:59:10.319,FALSE,MULTIPOINT ((12.526475936696961 55.65911269099988))
affaldskurve_puma.106,106,IDrift,Småparker Indre By_Christianshavn,Israels Plads,1871,Småpa_Israe_1871,Indre By,Gader og pladser,Grøn plads,Israels Plads,,12.2.8 Pizzakurv,8755aaa9-70d1-49d7-b3aa-415dcf01d0d2,183f8048-8398-4213-a8ab-9a23916bee1c,Maskinel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Pizzakurv,TRUE,,2018-08-27T14:03:05.746,FALSE,MULTIPOINT ((12.568870356258943 55.68349064796649))
affaldskurve_puma.107,107,IDrift,Småparker Indre By_Christianshavn,Israels Plads,1871,Småpa_Israe_1871,Indre By,Gader og pladser,Grøn plads,Israels Plads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,5661a82e-9793-40c3-9a94-3fa377ccea7e,Maskinel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Pizzakurv 2020,TRUE,,2021-03-15T07:37:58.887,FALSE,MULTIPOINT ((12.568895118575995 55.68329917480342))
affaldskurve_puma.113,113,IDrift,Småparker Indre By_Christianshavn,Israels Plads,1871,Småpa_Israe_1871,Indre By,Gader og pladser,Grøn plads,Israels Plads,,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,7efd81a0-7738-452d-9dd8-fc95c14bd250,Maskinel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Pizzakurv 2020,TRUE,,2021-03-15T07:34:24.412,FALSE,MULTIPOINT ((12.568896699506611 55.6834790484184))
affaldskurve_puma.114,114,IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,a0bc04fc-a11b-47ab-8895-5f76ddb4638d,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T14:00:03.337,FALSE,MULTIPOINT ((12.566762135052873 55.68019901121881))
affaldskurve_puma.115,115,IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,b8128718-afa9-4ad1-b880-1675fa1ac679,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2019-12-18T09:13:00.577,FALSE,MULTIPOINT ((12.567645713396688 55.68129003280443))
affaldskurve_puma.116,116,IDrift,Bydækkende drift,,,,Vanløse,Gader og pladser,Gade med grønt,Gade i Vanløse,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,a8357bb3-3561-406d-ba19-08f5c3130249,Manuel,,,,,,Københavnerkurven,FALSE,,2024-03-21T08:21:10.146,FALSE,MULTIPOINT ((12.485179321603532 55.69218850270005))
affaldskurve_puma.117,117,IDrift,Ørstedsparken,Ørstedsparken,144,Ørste_Ørste_144,Indre By,Parker,Klassisk park,Ørstedsparken,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,e09e31fa-10be-4194-a023-0a2161a292a5,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2019-12-18T09:07:19.924,FALSE,MULTIPOINT ((12.56669123260278 55.68033655568055))
affaldskurve_puma.118,118,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,1a50c072-2291-4b38-9682-63e8c3130339,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2021-05-14T08:03:20.753,FALSE,MULTIPOINT ((12.526834058837615 55.65763914512785))
affaldskurve_puma.119,119,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,af3ead47-3206-4fc6-8cd3-3b8117fce181,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2021-05-14T08:05:55.789,FALSE,MULTIPOINT ((12.527111575505035 55.65679394716023))
affaldskurve_puma.123,123,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,f33033fe-ebd4-4e95-bf66-c6c962eda7d0,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2021-05-14T08:07:30.952,FALSE,MULTIPOINT ((12.527406339323758 55.65605763415368))
affaldskurve_puma.127,127,IDrift,Bydækkende drift,,,,Amager Vest,Gader og pladser,Øvrig gade,Islands Brygge Kvarter,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,5786c81b-d425-4cee-833c-ad2bd7661799,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T13:58:09.599,FALSE,MULTIPOINT ((12.576352218760903 55.66274863300411))
affaldskurve_puma.128,128,IDrift,Amager Fælled,AmagerFælled_Gl_GGO,278,Amage_Amage_278,Amager Vest,Natur,Naturområde,Amager Fælled,,12.2.2 Københavnerkurv,1c5dbbb0-918f-4676-95e9-21f6b0dd4685,d36174f2-9222-45ae-b238-176a0d3f34a5,Manuel,TMF,TMF,,,,Skrå Københavnerkurv,FALSE,Skrå københavnerkurv,2018-08-27T14:00:26.03,FALSE,MULTIPOINT ((12.57541205711142 55.65938775239736))
affaldskurve_puma.130,130,IDrift,Bydækkende drift,,,,Amager Vest,Gader og pladser,Øvrig gade,Artillerivej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,88a0d30a-028f-4221-ae18-48f37d5ac8d0,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:57.856,FALSE,MULTIPOINT ((12.577872462152332 55.66188168788987))
affaldskurve_puma.133,133,IDrift,Småparker Amager Vest,Norgesgade,605,Småpa_Norge_605,Amager Vest,Parker,Lege- og aktivitetsområde,Norgesgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,3fd4e1b1-6dae-4f59-bef0-f298df9b5156,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:59:31.963,FALSE,MULTIPOINT ((12.596156468893382 55.66346616391379))
affaldskurve_puma.134,134,IDrift,Bydækkende drift,,,,Amager Vest,Gader og pladser,Øvrig gade,Amagerbrogade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,eb3a4988-e7fb-4009-baac-e30f5b6e529a,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T13:59:16.443,FALSE,MULTIPOINT ((12.598858236928264 55.66598785042612))
affaldskurve_puma.135,135,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,d18bc41a-a8a2-4510-9d36-504fb039318e,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2018-08-27T13:59:29.729,FALSE,MULTIPOINT ((12.528710794993113 55.65447202280799))
affaldskurve_puma.140,140,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Øvrig plads,Yrsa Plads,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,7203cffb-258a-45f3-9ff6-98644f56285b,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2018-08-27T13:58:11.561,TRUE,MULTIPOINT ((12.55814443550306 55.66544814149283))
affaldskurve_puma.141,141,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,a8da73c2-b2fe-48cb-bf89-3d767b19529b,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2021-05-14T08:20:49.839,FALSE,MULTIPOINT ((12.529813787673943 55.65453565491951))
affaldskurve_puma.143,143,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,12.2.1 Andre Typer,3dcee324-8c0d-4e5e-8d0d-89c2b3e07008,d3b8ffdb-47f2-454a-a454-3cb7d4719a7f,Manuel,,,,,,Affaldskasse,FALSE,,2018-08-27T13:59:37.508,FALSE,MULTIPOINT ((12.529807239768004 55.65453343761084))
affaldskurve_puma.145,145,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,d7de9b56-8fa1-4cb9-8240-e237a015e962,Maskinel,,,,,,Tårnkurv 140L (2020),FALSE,,2021-05-14T08:23:08.692,FALSE,MULTIPOINT ((12.531330610158689 55.653193312275455))
affaldskurve_puma.146,146,IDrift,Vestvolden,Vestvolden_Orb,146,Vestv_Vestv_146,Brønshøj-Husum (udl.),Parker,Klassisk park,Vestvolden,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,e5caa682-6c4b-466e-af95-b1ca1516dc64,Manuel,Ekstern1,OKNygaard,,H (1 ugentlig hverdagstømning),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2023-09-21T08:44:34.72,FALSE,MULTIPOINT ((12.46502504029138 55.71396765321604))
affaldskurve_puma.148,148,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,7e988964-47b5-4791-af66-76dd30c591e3,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2021-05-14T08:21:59.072,FALSE,MULTIPOINT ((12.531292279691266 55.65415523739802))
affaldskurve_puma.149,149,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,dc5aef3c-9d86-435c-b7ec-d0f8b68b1835,Manuel,,,,,,Københavnerkurven,FALSE,,2023-09-25T09:10:57.587,FALSE,MULTIPOINT ((12.575951863976277 55.68324968260186))
affaldskurve_puma.151,151,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Øvrig gade,Gade i Indre By,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,1eff778f-4e52-4ab8-869e-ac0b2dd2ccb8,Manuel,,,,,,Københavnerkurven,FALSE,,2023-09-25T08:53:18.825,FALSE,MULTIPOINT ((12.584150345656266 55.68667311436847))
affaldskurve_puma.153,153,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,65667dfd-56f9-4678-8f93-f77fa84f4cf3,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2021-05-14T08:17:16.743,FALSE,MULTIPOINT ((12.53230807989193 55.65416479126019))
affaldskurve_puma.154,154,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,45a6c0f7-954e-4227-88bc-e2decc8664be,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2020-02-13T08:48:48.286,FALSE,MULTIPOINT ((12.533933167677462 55.6546126403099))
affaldskurve_puma.155,155,IDrift,Bydækkende drift,,,,Amager Vest,Gader og pladser,Gade med grønt,Kvarteret ved Tingvej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,b15d6498-1ccd-4dc8-a989-2d5e9cd27eb1,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:01.655,FALSE,MULTIPOINT ((12.601710921910614 55.662914009993166))
affaldskurve_puma.157,157,IDrift,Bydækkende drift,,,,Amager Øst,Gader og pladser,Øvrig plads,Amagerbro Torv,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,660244e5-6795-4708-9fca-ba1086e5fdb8,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:58:44.38,FALSE,MULTIPOINT ((12.602549850863056 55.66359713335865))
affaldskurve_puma.158,158,IDrift,Bydækkende drift,,,,Vanløse,Gader og pladser,Øvrig plads,Grøndals Parkvej,Metro,Pizzakurv2020,19dbe90b-80af-4bc6-aa1a-6df420557336,a13a30d1-3d1b-400f-8289-6b0bd9878792,Maskinel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Pizzakurv 2020,TRUE,,2022-01-11T12:31:49.123,FALSE,MULTIPOINT ((12.49803841829466 55.68586018924811))
affaldskurve_puma.159,159,IDrift,Bydækkende drift,,,,Amager Øst,Gader og pladser,Øvrig plads,Amagerbro Torv,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,dd732bd0-15c9-452e-9b72-70b8b88e2acc,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Richard Møller,FALSE,,2018-08-27T13:58:52.385,FALSE,MULTIPOINT ((12.602974999970916 55.66315229541426))
affaldskurve_puma.160,160,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,4b0769ea-4518-4ed5-a0be-d95313ec8f9d,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2021-05-14T08:59:50.777,FALSE,MULTIPOINT ((12.535187807703123 55.65453821285471))
affaldskurve_puma.161,161,IDrift,Småparker Vesterbro-Kgs Enghave,Mozarts Plads og legeplads,154,Småpa_Mozar_154,Vesterbro-Kgs.Enghave,Gader og pladser,Grøn plads,Mozarts Plads,,12.2.8 Pizzakurv,8755aaa9-70d1-49d7-b3aa-415dcf01d0d2,baf617e3-37e6-43de-bb5c-5ac09e8efe04,Maskinel,TMF,TMF,,,,Pizzakurv,FALSE,,2024-06-13T07:54:45.999,FALSE,MULTIPOINT ((12.533918677903381 55.649042953156844))
affaldskurve_puma.163,163,IDrift,Småparker Vesterbro-Kgs Enghave,Mozarts Plads og legeplads,154,Småpa_Mozar_154,Vesterbro-Kgs.Enghave,Gader og pladser,Grøn plads,Mozarts Plads,,12.2.8 Pizzakurv,8755aaa9-70d1-49d7-b3aa-415dcf01d0d2,191cfb39-cc29-4012-a499-7c8357d18c85,Maskinel,TMF,TMF,,,,Pizzakurv,FALSE,,2024-06-13T08:00:00.322,FALSE,MULTIPOINT ((12.53368189074563 55.6490979522307))
affaldskurve_puma.164,164,IDrift,Småparker Vesterbro-Kgs Enghave,Mozarts Plads og legeplads,154,Småpa_Mozar_154,Vesterbro-Kgs.Enghave,Gader og pladser,Grøn plads,Mozarts Plads,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,918740c1-e0d6-4366-9920-9942eedb958b,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2024-06-13T08:05:27.912,FALSE,MULTIPOINT ((12.533651305478761 55.64905814776871))
affaldskurve_puma.165,165,IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro-Kgs.Enghave (udl.),Haver,Haveanlæg,Enghaveparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0826f5aa-1251-4f21-b3d2-7242d4e81f8d,Manuel,Ekstern1,OKNygaard,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2019-12-18T07:15:09.598,FALSE,MULTIPOINT ((12.542856612357662 55.666309288955254))
affaldskurve_puma.169,169,IDrift,Bydækkende drift,,,,Nørrebro,Gader og pladser,Øvrig gade,Kvarteret ved Mimersgade,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,f176de6e-7e27-4151-ba28-a3e874cafd91,Maskinel,,,,,,Tårnkurv 140L (2020),FALSE,,2023-09-27T08:22:40.155,FALSE,MULTIPOINT ((12.542587257484456 55.69861522667172))
affaldskurve_puma.170,170,IDrift,Bydækkende drift,,,,Nørrebro,Småarealer,,Mimers Plads,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,f1aca04f-8b5f-4420-b3f7-59becb84b97c,Manuel,,,,,,Københavnerkurven,FALSE,,2023-10-04T10:17:16.73,FALSE,MULTIPOINT ((12.5386366698883 55.70091697915414))
affaldskurve_puma.171,171,IDrift,Assistens Kirkegård,Assistens Kirkegård,3034,Assis_Assis_3034,Nørrebro,Kirkegårde,Kirkegårde,Assistens Kirkegård,Assistens Kirkegård,12.2.15 Bikab,fe57737a-be39-47b4-868b-6932f2b8e3ce,1674c8b3-4efe-4b23-adf4-968d77129fd8,Manuel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Bikab,FALSE,,2018-08-27T14:02:54.628,FALSE,MULTIPOINT ((12.548435945154278 55.692487160135656))
affaldskurve_puma.172,172,IDrift,Bydækkende drift,,,,Nørrebro,Småarealer,,Mimers Plads,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,2f941634-4315-4c0b-a742-bff232a693c2,Manuel,,,,,,Københavnerkurven,FALSE,,2023-10-04T10:21:06.668,FALSE,MULTIPOINT ((12.539049957766368 55.70096967753012))
affaldskurve_puma.176,176,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,12.2.16 Dobbelt-bikab,ea02a1c4-ec19-4d4a-a823-d32cc5bc66ec,ea057403-9da4-4fc5-825a-e32c45a91f67,Manuel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Dobbelt Bikab,FALSE,,2018-08-27T13:58:58.535,FALSE,MULTIPOINT ((12.53310182953442 55.65575257715022))
affaldskurve_puma.177,177,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,Tårnkurv 140L 2020,e011b857-d3ad-449e-b3c7-28ca40580435,cb2fe157-0a6e-4fc0-80c5-06e228e1e15a,Maskinel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Tårnkurv 140L (2020),FALSE,,2018-08-27T14:00:23.654,FALSE,MULTIPOINT ((12.532910845041036 55.654906887162504))
affaldskurve_puma.185,185,IDrift,Vestre Kirkegård,Vestre Kirkegård,3035,Vestr_Vestr_3035,Vesterbro-Kgs.Enghave,Kirkegårde,Kirkegårde,Vestre Kirkegård,,,,811679dd-c584-4547-8748-158054a62192,,TMF,TMF,,H (1 ugentlig hverdagstømning),G (2 ugentlige hverdagstømninger),Panser - Classic,FALSE,,2018-08-27T14:00:47.665,FALSE,MULTIPOINT ((12.532419317229834 55.65442331903269))
affaldskurve_puma.186,186,IDrift,Assistens Kirkegård,Assistens Kirkegård,3034,Assis_Assis_3034,Nørrebro,Kirkegårde,Kirkegårde,Assistens Kirkegård,Assistens Kirkegård,12.2.15 Bikab,fe57737a-be39-47b4-868b-6932f2b8e3ce,4e1f50fd-9c78-4e3d-97c9-0133ebcde03b,Manuel,TMF,TMF,,G (2 ugentlige hverdagstømninger),G (2 ugentlige hverdagstømninger),Bikab,FALSE,,2019-11-08T08:07:06.644,FALSE,MULTIPOINT ((12.548157732653818 55.69063310843028))
